h3_index,lat,lon,hazard_probability_pct,hazard_probability_p10,hazard_probability_p90,confidence_overall,n_valid,n_total,depth_bin_m,depth_p10_m,depth_p90_m,depth_mean_m,is_perm_water,qa_flag,qa_reason,coverage_flag
884468da4dfffff,30.212919,-94.5035,0.5733,0.51,0.646,0.4286,3,7,,,,,False,True,,good
88446eb06dfffff,29.84712,-94.360786,0.448,0.372,0.53,1.0,5,5,,,,,False,True,,good
88446ea157fffff,30.031339,-94.307176,0.7314,0.572,0.868,1.0,7,7,,,,,False,True,,good
88446dcd59fffff,30.154944,-95.763122,0.375,0.33,0.44,1.0,4,4,>2.0m,1.159,3.792,2.858,False,True,,good
88446e8927fffff,29.729598,-93.829652,0.79,0.736,0.852,1.0,4,4,0.3-0.6m,0.128,0.413,0.336,False,True,,good
88489546ebfffff,27.77945,-97.390383,0.73,0.722,0.738,0.2857,2,7,,,,,False,True,,good
88489340c3fffff,29.291319,-95.843505,0.465,0.429,0.501,0.5,2,4,1.0-2.0m,0.124,1.744,1.01,False,True,,good
88446e46d3fffff,30.143158,-93.622937,0.4,0.4,0.4,0.1429,1,7,,,,,False,False,cloud,cloud
88446c40abfffff,29.713873,-94.61051,0.47,0.47,0.47,0.1429,1,7,,,,,False,False,cloud,cloud
88489331adfffff,29.505115,-96.517983,0.7225,0.699,0.744,0.8,4,5,,,,,False,True,,good
88446d8b05fffff,30.001339,-96.104182,0.78,0.78,0.78,0.1429,1,7,0.3-0.6m,0.078,0.593,0.341,False,False,cloud,cloud
88446d4de3fffff,30.596931,-95.525601,0.51,0.51,0.51,0.1667,1,6,>2.0m,3.34,9.954,7.467,False,False,cloud,cloud
88446e1991fffff,29.997713,-93.713287,0.8886,0.824,0.94,1.0,7,7,0.3-0.6m,0.174,0.713,0.543,False,True,,good
88489266c9fffff,28.965269,-95.269328,0.58,0.58,0.58,0.1429,1,7,0.1-0.3m,0.234,0.29,0.269,False,False,cloud,cloud
88446eb733fffff,29.952799,-94.494255,1.0,1.0,1.0,1.0,4,4,0.0-0.1m,0.062,0.067,0.065,False,True,,good
88446cb10bfffff,29.475305,-95.536089,0.5125,0.444,0.571,0.8,4,5,1.0-2.0m,0.228,2.454,1.424,False,True,,good
8848984b35fffff,30.736449,-97.637364,0.37,0.338,0.402,0.3333,2,6,>2.0m,0.667,5.572,2.996,False,True,,good
88446e09b1fffff,30.165887,-93.658396,0.4425,0.372,0.515,0.8,4,5,,,,,False,True,,good
88489374cbfffff,29.596273,-96.285716,0.5575,0.543,0.57,0.6667,4,6,0.0-0.1m,0.007,0.153,0.069,False,True,,good
8848902449fffff,28.542477,-96.893392,0.56,0.532,0.58,0.5,3,6,0.1-0.3m,0.029,0.227,0.122,False,True,,good
8848916ea3fffff,29.387958,-97.299745,0.415,0.411,0.419,0.3333,2,6,0.3-0.6m,0.114,0.609,0.367,False,True,,good
88446c74b3fffff,30.052438,-95.058954,0.47,0.47,0.47,0.1429,1,7,1.0-2.0m,1.006,1.946,1.443,False,False,cloud,cloud
88489e8369fffff,29.505182,-97.489262,0.33,0.33,0.33,0.2,1,5,0.1-0.3m,0.079,0.389,0.227,False,False,cloud,cloud
88489321cdfffff,29.636234,-96.519866,0.55,0.55,0.55,0.1429,1,7,>2.0m,0.762,3.426,2.259,False,False,cloud,cloud
88446e022bfffff,29.988996,-93.8871,0.8475,0.747,0.91,1.0,4,4,,,,,False,True,,good
88446c99a5fffff,29.222535,-95.095484,0.45,0.45,0.45,0.1667,1,6,0.3-0.6m,0.079,0.523,0.332,False,False,cloud,cloud
88446e4609fffff,30.082389,-93.561606,0.745,0.655,0.865,0.8571,6,7,0.0-0.1m,0.04,0.127,0.09,False,True,,good
88446e81a1fffff,29.720202,-94.042945,1.0,1.0,1.0,1.0,4,4,0.6-1.0m,0.147,1.401,0.782,False,True,,good
8848922221fffff,28.836033,-95.542849,1.0,1.0,1.0,1.0,4,4,0.3-0.6m,0.012,0.65,0.303,False,True,,good
88446da867fffff,30.417617,-96.39383,0.745,0.685,0.805,0.4,2,5,>2.0m,2.046,2.35,2.231,False,True,,good
8848900ce3fffff,28.308613,-96.470518,0.39,0.338,0.434,0.5,3,6,,,,,False,True,,good
88446c4e37fffff,29.790864,-94.583353,0.43,0.374,0.486,0.3333,2,6,,,,,False,True,,good
88446e1807fffff,29.936585,-93.721473,0.8129,0.71,0.912,1.0,7,7,0.0-0.1m,0.008,0.112,0.084,False,True,,good
88446eb5a9fffff,30.029549,-94.47698,0.8267,0.77,0.87,1.0,6,6,,,,,False,True,,good
88489302e1fffff,29.224595,-96.337247,0.455,0.419,0.491,0.3333,2,6,0.1-0.3m,0.099,0.351,0.226,False,True,,good
88446c9155fffff,29.095885,-95.279773,0.3833,0.346,0.426,0.75,3,4,,,,,False,True,,good
88489222e1fffff,28.8659,-95.584061,0.525,0.48,0.574,1.0,4,4,,,,,False,True,,good
8848938257fffff,28.800704,-96.566299,0.59,0.448,0.712,0.4286,3,7,,,,,False,True,,good
884893642bfffff,29.737398,-96.191995,0.54,0.516,0.564,0.3333,2,6,1.0-2.0m,0.313,1.394,1.082,False,True,,good
88446e5b25fffff,29.885302,-93.169905,0.385,0.357,0.413,0.5,2,4,0.3-0.6m,0.138,0.439,0.351,False,True,,good
8848903ae5fffff,28.34984,-96.632558,0.46,0.428,0.492,0.5,2,4,0.1-0.3m,0.022,0.409,0.167,False,True,,good
88446c9a65fffff,29.090485,-95.164891,0.77,0.77,0.77,0.1429,1,7,0.0-0.1m,0.014,0.164,0.082,False,False,cloud,cloud
88446ea08dfffff,30.076416,-94.388646,0.8533,0.785,0.945,1.0,6,6,,,,,False,True,,good
88489065ddfffff,28.62847,-96.382008,1.0,1.0,1.0,0.2857,2,7,0.1-0.3m,0.001,0.22,0.127,False,True,,good
88489309a7fffff,29.37096,-96.053083,0.6775,0.618,0.727,0.6667,4,6,0.0-0.1m,0.004,0.082,0.038,False,True,,good
88446ead59fffff,30.176839,-94.287113,0.42,0.42,0.42,0.1429,1,7,0.6-1.0m,0.127,1.502,0.669,False,False,cloud,cloud
884468b90dfffff,30.656458,-95.149134,0.6,0.6,0.6,0.25,1,4,>2.0m,0.867,5.806,3.152,False,True,,good
88446e02ebfffff,30.01927,-93.927841,1.0,1.0,1.0,0.25,1,4,,,,,False,True,,good
88446c981bfffff,29.174538,-95.193267,0.5725,0.563,0.58,1.0,4,4,,,,,False,True,,good
88446e8f2dfffff,29.766429,-94.004624,1.0,1.0,1.0,1.0,6,6,0.3-0.6m,0.071,0.438,0.316,False,True,,good
88446e1201fffff,29.820548,-93.931726,0.8667,0.68,1.0,0.75,3,4,,,,,False,True,,good
88446e8017fffff,29.681261,-94.116276,0.8833,0.825,0.95,1.0,6,6,1.0-2.0m,0.842,1.45,1.308,False,True,,good
88446e52d5fffff,29.869031,-93.496283,0.41,0.41,0.41,0.2,1,5,,,,,False,False,cloud,cloud
88446c4cadfffff,29.867694,-94.56615,0.532,0.4,0.686,1.0,5,5,0.6-1.0m,0.539,0.994,0.757,False,True,,good
88446cd6bdfffff,29.231041,-95.050954,0.58,0.56,0.608,1.0,4,4,0.0-0.1m,0.011,0.029,0.019,False,True,,good
88446c2e81fffff,30.177548,-95.380955,0.57,0.57,0.57,0.25,1,4,,,,,False,True,,good
8848932a1dfffff,29.623319,-96.428325,0.5986,0.522,0.692,1.0,7,7,>2.0m,0.282,6.793,2.302,False,True,,good
88446c391bfffff,29.928164,-95.154263,0.8,0.8,0.8,0.1667,1,6,,,,,False,False,cloud,cloud
8844682231fffff,31.115219,-95.168259,0.44,0.44,0.44,0.1667,1,6,1.0-2.0m,0.215,2.136,1.161,False,False,cloud,cloud
884468b0bdfffff,30.675211,-95.427897,0.3967,0.384,0.408,0.4286,3,7,1.0-2.0m,0.293,2.205,1.29,False,True,,good
8848933933fffff,29.540905,-96.338333,0.58,0.438,0.758,0.8333,5,6,,,,,False,True,,good
88446c4831fffff,29.731685,-94.411652,1.0,1.0,1.0,1.0,7,7,,,,,False,True,,good
8848914221fffff,28.793968,-97.012959,0.55,0.526,0.574,0.4,2,5,1.0-2.0m,0.107,2.04,1.089,False,True,,good
88446e86ddfffff,29.747904,-94.332479,0.495,0.451,0.539,0.4,2,5,,,,,False,True,,good
8844632cd1fffff,29.870078,-93.159652,0.71,0.71,0.71,0.1667,1,6,0.3-0.6m,0.105,0.403,0.337,False,False,cloud,cloud
88446c5747fffff,29.528251,-94.723398,0.62,0.62,0.62,0.2,1,5,1.0-2.0m,1.451,1.492,1.466,False,False,cloud,cloud
884892a6d3fffff,28.600618,-96.005865,0.88,0.88,0.88,0.25,1,4,,,,,False,True,,good
88446db0b7fffff,30.287891,-96.651076,0.59,0.526,0.654,0.2857,2,7,>2.0m,0.019,3.889,2.533,False,True,,good
88446c665dfffff,30.060334,-95.044213,0.735,0.642,0.824,1.0,4,4,1.0-2.0m,0.84,1.531,1.226,False,True,,good
88446ebae5fffff,29.909468,-94.253186,0.49,0.422,0.55,0.4286,3,7,,,,,False,True,,good
884468c699fffff,30.514908,-94.856123,0.54,0.524,0.556,0.5,2,4,0.1-0.3m,0.031,0.182,0.116,False,True,,good
884893081dfffff,29.307302,-96.130342,0.78,0.703,0.861,1.0,4,4,>2.0m,0.608,6.864,4.238,False,True,,good
88446ca5a7fffff,29.811331,-95.651574,0.8,0.8,0.8,0.25,1,4,0.3-0.6m,0.085,0.549,0.317,False,True,,good
884468a86dfffff,30.801599,-95.170331,0.67,0.514,0.79,0.6667,4,6,0.0-0.1m,0.03,0.03,0.03,False,True,,good
88446c9691fffff,29.220582,-95.569849,0.6575,0.615,0.698,1.0,4,4,0.3-0.6m,0.216,0.796,0.476,False,True,,good
88446e8da3fffff,29.888655,-94.018385,0.635,0.571,0.695,0.6667,4,6,,,,,False,True,,good
88446dd1d5fffff,29.891883,-95.841571,0.4417,0.365,0.49,1.0,6,6,,,,,False,True,,good
88446e8ab1fffff,29.735932,-93.993736,1.0,1.0,1.0,1.0,6,6,,,,,False,True,,good
8844632481fffff,29.823966,-93.306917,0.79,0.79,0.79,0.1667,1,6,0.3-0.6m,0.115,0.418,0.322,False,False,cloud,cloud
8848934b3bfffff,29.281676,-95.592586,0.55,0.494,0.606,0.3333,2,6,,,,,False,True,,good
88446c4b23fffff,29.671016,-94.359746,0.815,0.65,0.945,1.0,6,6,0.0-0.1m,0.014,0.066,0.042,False,True,,good
88446e4235fffff,30.006702,-93.400744,0.855,0.739,0.971,0.3333,2,6,,,,,False,True,,good
88446cca99fffff,29.336133,-94.741145,0.71,0.71,0.71,0.25,1,4,,,,,False,True,,good
8848930ee3fffff,29.394954,-96.315761,0.6075,0.6,0.617,1.0,4,4,,,,,False,True,,good
88446d4f6dfffff,30.474503,-95.510021,0.49,0.49,0.49,0.5,2,4,>2.0m,1.257,11.093,6.229,False,True,,good
88446eb295fffff,29.884205,-94.46686,0.45,0.45,0.45,0.1667,1,6,0.3-0.6m,0.224,0.859,0.541,False,False,cloud,cloud
88446ea8ddfffff,30.123746,-94.240364,0.56,0.42,0.724,0.5,3,6,,,,,False,True,,good
88446cb1cbfffff,29.505208,-95.577521,0.706,0.598,0.832,0.8333,5,6,>2.0m,0.696,4.677,2.954,False,True,,good
88446c8e41fffff,29.349034,-95.315396,0.56,0.494,0.634,0.8333,5,6,0.6-1.0m,0.095,2.547,0.868,False,True,,good
88446e8553fffff,29.764577,-94.203553,0.9557,0.852,1.0,1.0,7,7,,,,,False,True,,good
88446e0b3bfffff,30.059029,-93.665324,0.655,0.591,0.723,0.6667,4,6,0.3-0.6m,0.226,0.738,0.586,False,True,,good
88489225d3fffff,29.040977,-95.67679,0.46,0.388,0.532,0.3333,2,6,0.3-0.6m,0.135,0.449,0.331,False,True,,good
8848936117fffff,29.649502,-96.006265,0.5717,0.34,0.87,1.0,6,6,0.1-0.3m,0.054,0.394,0.245,False,True,,good
88446c51e9fffff,29.522778,-94.568704,0.51,0.494,0.536,0.8333,5,6,0.1-0.3m,0.035,0.243,0.147,False,True,,good
88489342ebfffff,29.237077,-95.856,0.4,0.384,0.416,0.3333,2,6,0.6-1.0m,0.397,1.042,0.91,False,True,,good
88446eb95bfffff,29.917835,-94.178688,0.525,0.505,0.545,0.4,2,5,,,,,False,True,,good
88446cb333fffff,29.451715,-95.560099,0.748,0.528,0.9,0.8333,5,6,0.1-0.3m,0.075,0.171,0.123,False,True,,good
88446ca41dfffff,29.748163,-95.729153,0.59,0.59,0.59,0.1667,1,6,0.0-0.1m,0.021,0.119,0.057,False,False,cloud,cloud
88446c416bfffff,29.638565,-94.508067,0.9425,0.871,1.0,1.0,4,4,0.6-1.0m,0.879,1.008,0.939,False,True,,good
88446e8c19fffff,29.826809,-94.096061,0.885,0.836,0.958,1.0,4,4,,,,,False,True,,good
88446c5081fffff,29.544594,-94.654204,0.75,0.75,0.75,0.1667,1,6,1.0-2.0m,0.53,1.479,1.276,False,False,cloud,cloud
88446c4999fffff,29.770021,-94.407995,0.735,0.65,0.81,1.0,6,6,,,,,False,True,,good
88446e56a9fffff,29.983013,-93.603575,0.7383,0.695,0.77,1.0,6,6,,,,,False,True,,good
884893c927fffff,28.946673,-95.752447,0.5433,0.444,0.644,0.75,3,4,0.0-0.1m,0.004,0.032,0.017,False,True,,good
88446ecf37fffff,29.800139,-93.539037,0.54,0.475,0.6,1.0,6,6,0.3-0.6m,0.065,0.713,0.441,False,True,,good
8848930d59fffff,29.389797,-96.219901,0.6633,0.59,0.76,0.8571,6,7,0.3-0.6m,0.058,1.26,0.475,False,True,,good
88446e1369fffff,29.79826,-93.846584,0.8,0.734,0.852,1.0,5,5,0.1-0.3m,0.032,0.454,0.213,False,True,,good
88446e0453fffff,30.140682,-94.041253,0.5667,0.48,0.7,1.0,6,6,,,,,False,True,,good
88446c6eadfffff,30.185646,-94.858429,0.62,0.524,0.716,0.5,2,4,>2.0m,0.89,4.816,3.357,False,True,,good
884468ada9fffff,30.983584,-95.289389,0.45,0.45,0.45,0.1667,1,6,>2.0m,1.146,5.997,3.488,False,False,cloud,cloud
8848902d37fffff,28.66709,-96.634425,0.62,0.524,0.716,0.3333,2,6,,,,,False,True,,good
8848922449fffff,28.955937,-95.687926,0.628,0.48,0.772,1.0,5,5,1.0-2.0m,0.976,1.542,1.27,False,True,,good
8848936ea3fffff,29.801657,-96.084233,0.51,0.51,0.51,0.1429,1,7,>2.0m,1.067,5.441,3.496,False,False,cloud,cloud
88446e5687fffff,29.990572,-93.618683,0.735,0.63,0.895,0.8571,6,7,0.0-0.1m,0.033,0.039,0.037,False,True,,good
88446c4149fffff,29.622988,-94.527448,0.742,0.582,0.858,0.7143,5,7,0.6-1.0m,0.658,1.134,0.949,False,True,,good
88446e0b19fffff,30.043667,-93.684774,0.645,0.641,0.649,0.5,2,4,0.3-0.6m,0.087,0.833,0.445,False,True,,good
88446ea8bbfffff,30.162094,-94.226653,0.6429,0.434,0.832,1.0,7,7,0.3-0.6m,0.071,1.221,0.479,False,True,,good
884468adcbfffff,30.960136,-95.323853,0.41,0.41,0.41,0.25,1,4,,,,,False,True,,good
88446ea217fffff,29.999713,-94.405976,0.8733,0.825,0.925,1.0,6,6,0.3-0.6m,0.145,0.901,0.5,False,True,,good
8848937569fffff,29.545876,-96.147174,0.435,0.423,0.447,0.3333,2,6,1.0-2.0m,0.381,1.722,1.075,False,True,,good
88446eb12dfffff,29.870869,-94.286795,0.49,0.405,0.575,1.0,6,6,,,,,False,True,,good
88446c663bfffff,30.098878,-95.030702,0.505,0.469,0.541,0.4,2,5,0.1-0.3m,0.023,0.203,0.104,False,True,,good
884893573dfffff,29.158364,-95.922445,0.54,0.442,0.646,0.7143,5,7,0.3-0.6m,0.068,1.124,0.412,False,True,,good
88446c5725fffff,29.551761,-94.689366,1.0,1.0,1.0,0.5714,4,7,1.0-2.0m,1.46,1.46,1.46,False,True,,good
8848934827fffff,29.327823,-95.594648,0.625,0.597,0.653,0.5,2,4,>2.0m,0.367,9.526,4.528,False,True,,good
8848933911fffff,29.524961,-96.357674,0.68,0.568,0.792,0.2857,2,7,0.6-1.0m,0.527,0.978,0.744,False,True,,good
884895cdc5fffff,27.5016,-97.34404,0.74,0.74,0.74,0.2,1,5,,,,,False,False,cloud,cloud
88446ecdadfffff,29.876551,-93.521273,0.894,0.826,0.936,0.7143,5,7,0.3-0.6m,0.173,0.713,0.588,False,True,,good
884890771bfffff,28.387735,-96.414669,0.43,0.422,0.438,0.3333,2,6,0.1-0.3m,0.074,0.264,0.178,False,True,,good
88446e02c9fffff,30.00385,-93.947285,0.495,0.427,0.563,0.2857,2,7,0.6-1.0m,0.183,1.162,0.732,False,True,,good
88446958d7fffff,31.464833,-95.315224,0.8,0.8,0.8,0.1429,1,7,>2.0m,0.894,10.215,5.355,False,False,cloud,cloud
88446ea06bfffff,30.015641,-94.34659,0.89,0.88,0.904,1.0,4,4,,,,,False,True,,good
88446c9a43fffff,29.0897,-95.204729,0.7517,0.675,0.845,0.8571,6,7,0.3-0.6m,0.094,0.538,0.464,False,True,,good
88489e0b57fffff,29.973372,-97.126273,0.37,0.37,0.37,0.1667,1,6,0.1-0.3m,0.06,0.29,0.19,False,False,cloud,cloud
884469d84dfffff,31.003595,-95.488046,0.7867,0.74,0.82,0.5,3,6,>2.0m,1.078,6.394,3.584,False,True,,good
8844684c81fffff,30.993155,-94.390417,0.53,0.51,0.552,0.8333,5,6,>2.0m,0.708,10.413,4.74,False,True,,good
88446c49bbfffff,29.785559,-94.388589,0.4529,0.362,0.526,1.0,7,7,,,,,False,True,,good
88446c4ed5fffff,29.805403,-94.64381,0.35,0.35,0.35,0.1429,1,7,,,,,False,False,cloud,cloud
88489330c1fffff,29.478969,-96.622539,0.61,0.586,0.634,0.3333,2,6,1.0-2.0m,0.199,3.294,1.516,False,True,,good
88446c58d1fffff,29.592601,-94.506439,0.9,0.852,0.964,0.5714,4,7,1.0-2.0m,0.944,1.379,1.112,False,True,,good
88446ec55dfffff,29.753371,-93.706302,0.34,0.34,0.34,0.1667,1,6,,,,,False,False,cloud,cloud
88446e18a5fffff,29.989996,-93.727977,0.8757,0.856,0.898,1.0,7,7,0.3-0.6m,0.071,0.709,0.473,False,True,,good
88489265ddfffff,29.036385,-95.177623,0.77,0.586,0.954,0.2857,2,7,0.0-0.1m,0.031,0.093,0.072,False,True,,good
884892389bfffff,28.845665,-95.458543,0.6067,0.54,0.668,0.75,3,4,0.6-1.0m,0.399,0.932,0.718,False,True,,good
88446e8905fffff,29.714165,-93.849047,0.4575,0.43,0.491,0.5714,4,7,0.0-0.1m,0.035,0.035,0.035,False,True,,good
88446c82ddfffff,29.247394,-95.396031,0.7967,0.77,0.82,1.0,6,6,0.0-0.1m,0.013,0.165,0.084,False,True,,good
88446c64b1fffff,30.206284,-95.024972,0.47,0.414,0.526,0.3333,2,6,>2.0m,0.538,4.777,2.89,False,True,,good
88446c8613fffff,29.337348,-95.509967,0.7225,0.572,0.867,0.6667,4,6,,,,,False,True,,good
884893469dfffff,29.363889,-96.027622,0.8429,0.688,0.942,1.0,7,7,0.3-0.6m,0.046,0.829,0.363,False,True,,good
88489035a9fffff,28.46619,-96.859093,0.5933,0.504,0.696,0.75,3,4,0.3-0.6m,0.211,0.516,0.384,False,True,,good
88446e8c3bfffff,29.842279,-94.076646,0.884,0.84,0.922,1.0,5,5,,,,,False,True,,good
88446cd511fffff,29.232994,-94.941398,0.9367,0.848,1.0,0.4286,3,7,0.0-0.1m,0.006,0.006,0.006,False,True,,good
88446ecc23fffff,29.838179,-93.564857,0.5067,0.465,0.535,1.0,6,6,0.0-0.1m,0.034,0.082,0.06,False,True,,good
884893195bfffff,29.13051,-96.106588,0.46,0.422,0.51,0.6,3,5,0.1-0.3m,0.072,0.261,0.157,False,True,,good
8848930a45fffff,29.222174,-96.141207,0.55,0.438,0.646,0.4286,3,7,,,,,False,True,,good
88446e80b5fffff,29.734759,-94.122966,0.7114,0.592,0.832,1.0,7,7,,,,,False,True,,good
8848922135fffff,28.907456,-95.451251,1.0,1.0,1.0,1.0,7,7,0.0-0.1m,0.02,0.17,0.097,False,True,,good
88446cb355fffff,29.412954,-95.573405,1.0,1.0,1.0,1.0,4,4,0.1-0.3m,0.012,0.464,0.164,False,True,,good
8848916567fffff,29.309678,-97.32545,0.48,0.456,0.504,0.2857,2,7,,,,,False,True,,good
88446e0cc5fffff,30.225838,-93.869332,0.39,0.35,0.43,0.3333,2,6,,,,,False,True,,good
88446c4d4bfffff,29.791862,-94.503528,0.4725,0.385,0.586,0.5714,4,7,,,,,False,True,,good
88446e3547fffff,30.337864,-94.227495,0.3933,0.328,0.456,0.6,3,5,1.0-2.0m,0.222,3.233,1.652,False,True,,good
884468d447fffff,30.332053,-94.788747,0.4,0.4,0.4,0.1429,1,7,0.0-0.1m,0.027,0.1,0.068,False,False,cloud,cloud
8848926453fffff,28.997048,-95.220835,0.5,0.5,0.5,0.2,1,5,,,,,False,False,cloud,cloud
88446e0805fffff,30.089452,-93.686076,1.0,1.0,1.0,1.0,7,7,0.3-0.6m,0.107,0.471,0.325,False,True,,good
88446cae95fffff,29.811952,-95.621429,0.562,0.36,0.84,1.0,5,5,,,,,False,True,,good
8848939081fffff,28.746196,-96.578464,0.96,0.904,1.0,0.6,3,5,0.3-0.6m,0.59,0.59,0.582,False,True,,good
88446e9691fffff,29.617362,-94.362891,1.0,1.0,1.0,1.0,6,6,0.6-1.0m,0.687,0.918,0.783,False,True,,good
88446c9069fffff,29.079688,-95.318993,1.0,1.0,1.0,1.0,7,7,0.0-0.1m,0.005,0.012,0.009,False,True,,good
88446ddac3fffff,29.88583,-95.765722,0.47,0.446,0.494,0.4,2,5,0.1-0.3m,0.198,0.339,0.262,False,True,,good
88446845bbfffff,30.961796,-94.500151,0.4133,0.41,0.418,0.4286,3,7,>2.0m,0.535,5.525,2.947,False,True,,good
8848956967fffff,28.121214,-97.185249,0.415,0.411,0.419,0.5,2,4,,,,,False,True,,good
88446c6327fffff,29.987491,-94.780646,0.498,0.42,0.558,1.0,5,5,1.0-2.0m,0.421,1.625,1.098,False,True,,good
8848935429fffff,29.196244,-95.949308,0.53,0.5,0.572,0.6,3,5,,,,,False,True,,good
884890a149fffff,28.05401,-96.901387,0.525,0.462,0.596,0.6667,4,6,0.1-0.3m,0.065,0.263,0.197,False,True,,good
884893430dfffff,29.193278,-95.753777,0.66,0.585,0.755,1.0,6,6,,,,,False,True,,good
88446e4b23fffff,30.052958,-93.154108,0.4475,0.372,0.521,0.6667,4,6,,,,,False,True,,good
88446e5833fffff,29.96138,-93.241027,0.7,0.7,0.7,0.1429,1,7,,,,,False,False,cloud,cloud
88489308bbfffff,29.375968,-96.158867,0.6267,0.54,0.785,1.0,6,6,1.0-2.0m,0.522,1.378,1.019,False,True,,good
88446e0ecbfffff,30.172065,-93.922543,0.4267,0.372,0.484,0.5,3,6,0.6-1.0m,0.161,1.183,0.646,False,True,,good
88446cb55bfffff,29.571695,-95.705969,0.75,0.67,0.8,1.0,5,5,>2.0m,1.246,7.473,3.701,False,True,,good
88446eac6dfffff,30.169055,-94.301846,0.39,0.382,0.398,0.4,2,5,1.0-2.0m,0.278,3.344,1.99,False,True,,good
8848936139fffff,29.642169,-95.990809,0.75,0.425,0.935,1.0,6,6,0.3-0.6m,0.146,1.106,0.515,False,True,,good
88446e8e41fffff,29.742549,-94.108294,0.725,0.55,0.93,1.0,6,6,,,,,False,True,,good
8848922ec1fffff,29.020082,-95.580929,0.64,0.584,0.712,0.5,3,6,,,,,False,True,,good
88446e51e9fffff,29.907681,-93.363497,0.4725,0.398,0.565,0.6667,4,6,0.0-0.1m,0.018,0.139,0.081,False,True,,good
88489542ebfffff,27.676476,-97.2445,0.4,0.4,0.4,0.1667,1,6,,,,,False,False,cloud,cloud
88446e42d3fffff,30.036935,-93.480922,1.0,1.0,1.0,0.1667,1,6,0.6-1.0m,0.608,0.713,0.689,False,False,cloud,cloud
884892350bfffff,28.825866,-95.647116,0.385,0.325,0.445,0.3333,2,6,,,,,False,True,,good
88446e1591fffff,30.049088,-94.028395,0.41,0.41,0.41,0.1429,1,7,0.0-0.1m,0.008,0.103,0.047,False,False,cloud,cloud
8844682145fffff,31.124169,-95.06221,0.4,0.4,0.4,0.2857,2,7,>2.0m,0.666,5.071,3.033,False,True,,good
88446e948bfffff,29.65616,-94.319411,0.4175,0.36,0.461,1.0,4,4,0.1-0.3m,0.048,0.354,0.194,False,True,,good
88446eb333fffff,29.847229,-94.350815,0.5383,0.385,0.69,1.0,6,6,,,,,False,True,,good
88489370cbfffff,29.492115,-96.139476,0.524,0.442,0.6,0.7143,5,7,,,,,False,True,,good
88489361b5fffff,29.703229,-96.013905,0.7233,0.692,0.748,0.5,3,6,>2.0m,1.06,7.728,3.634,False,True,,good
884892a5e7fffff,28.651134,-95.848607,0.504,0.446,0.546,0.8333,5,6,0.3-0.6m,0.537,0.54,0.525,False,True,,good
88446eb2b7fffff,29.899742,-94.447436,0.8,0.72,0.862,1.0,5,5,0.3-0.6m,0.083,0.658,0.355,False,True,,good
8848930f05fffff,29.351416,-96.212949,0.6133,0.54,0.725,1.0,6,6,>2.0m,0.525,9.401,3.709,False,True,,good
88446eaae3fffff,30.077882,-94.238837,0.66,0.636,0.684,0.5,2,4,0.6-1.0m,0.134,1.296,0.727,False,True,,good
88446e8cb7fffff,29.903265,-94.098504,0.53,0.53,0.53,0.1429,1,7,,,,,False,False,cloud,cloud
88446dd0e9fffff,29.875624,-95.881116,0.49,0.46,0.516,0.75,3,4,>2.0m,0.187,3.504,2.096,False,True,,good
88446e3341fffff,30.170618,-94.122055,0.482,0.464,0.504,0.8333,5,6,0.3-0.6m,0.113,1.012,0.582,False,True,,good
88446c6863fffff,30.073344,-94.658674,0.5475,0.436,0.673,0.6667,4,6,0.1-0.3m,0.125,0.326,0.22,False,True,,good
8848935965fffff,29.136292,-95.551111,0.8783,0.735,1.0,1.0,6,6,0.1-0.3m,0.048,0.388,0.239,False,True,,good
88446d0605fffff,30.428322,-96.267455,0.4833,0.382,0.574,0.5,3,6,1.0-2.0m,0.626,2.558,1.905,False,True,,good
884891533dfffff,28.640065,-96.984165,0.658,0.616,0.7,1.0,5,5,,,,,False,True,,good
88446e4257fffff,29.98371,-93.434861,0.72,0.688,0.752,0.2857,2,7,0.3-0.6m,0.084,0.684,0.439,False,True,,good
88446c4a37fffff,29.685387,-94.439945,0.7317,0.65,0.82,1.0,6,6,0.1-0.3m,0.034,0.503,0.242,False,True,,good
8848933b39fffff,29.470631,-96.369995,1.0,1.0,1.0,1.0,4,4,0.0-0.1m,0.014,0.184,0.094,False,True,,good
88446c4b45fffff,29.632559,-94.373367,1.0,1.0,1.0,1.0,4,4,0.6-1.0m,0.853,1.03,0.953,False,True,,good
88446324a3fffff,29.839278,-93.287507,1.0,1.0,1.0,0.3333,2,6,0.1-0.3m,0.126,0.324,0.277,False,True,,good
8848936f41fffff,29.711279,-95.999186,0.975,0.945,1.0,1.0,6,6,,,,,False,True,,good
88446e5725fffff,29.937759,-93.483242,0.8383,0.805,0.865,1.0,6,6,,,,,False,True,,good
88446c7887fffff,29.980438,-94.735318,0.522,0.448,0.62,0.7143,5,7,,,,,False,True,,good
88446daa6dfffff,30.347586,-96.425707,0.6233,0.572,0.66,0.4286,3,7,0.3-0.6m,0.105,1.6,0.596,False,True,,good
88446c41e7fffff,29.69959,-94.530177,0.5017,0.41,0.575,1.0,6,6,,,,,False,True,,good
884893d08bfffff,28.760241,-96.098497,0.49,0.474,0.506,0.2857,2,7,0.1-0.3m,0.053,0.277,0.18,False,True,,good
88489305a7fffff,29.416563,-96.372248,0.76,0.696,0.824,0.5,2,4,>2.0m,1.022,3.891,2.192,False,True,,good
